event_id,user_id,session_id,event_ts,event_type,product_id,price
9106,1633,5700,2024-01-19 07:46:50,view,,
9107,1633,5701,2024-01-27 10:13:50,view,,
9108,1634,5702,2024-04-06 15:48:46,view,,
9109,1634,5702,2024-04-06 15:50:46,add_to_cart,177.0,61.39
9110,1634,5702,2024-04-06 15:52:46,checkout,177.0,61.39
9111,1635,5703,2024-05-26 05:22:13,view,,
9112,1635,5703,2024-05-26 05:24:13,add_to_cart,100.0,16.62
9113,1635,5704,2024-06-06 04:40:13,view,,
9114,1635,5705,2024-06-09 08:47:13,view,,
9115,1635,5705,2024-06-09 08:49:13,add_to_cart,161.0,40.95
9116,1635,5706,2024-05-15 07:09:13,view,,
9117,1635,5707,2024-05-13 15:00:13,view,,
9118,1635,5707,2024-05-13 15:02:13,add_to_cart,170.0,34.78
9119,1636,5708,2024-06-13 08:34:41,view,,
9120,1636,5709,2024-06-04 06:14:41,view,,
9121,1636,5709,2024-06-04 06:16:41,add_to_cart,108.0,27.06
9122,1636,5709,2024-06-04 06:18:41,checkout,108.0,27.06
9123,1636,5710,2024-06-09 03:25:41,view,,
9124,1636,5711,2024-05-23 07:01:41,view,,
9125,1637,5712,2024-03-12 12:40:16,view,,
9126,1637,5713,2024-03-29 23:45:16,view,,
9127,1637,5714,2024-04-10 04:59:16,view,,
9128,1638,5715,2024-05-21 04:54:01,view,,
9129,1639,5716,2024-04-22 01:11:18,view,,
9130,1639,5717,2024-04-22 20:51:18,view,,
9131,1639,5717,2024-04-22 20:53:18,add_to_cart,176.0,45.4
9132,1639,5718,2024-04-21 00:52:18,view,,
9133,1639,5718,2024-04-21 00:54:18,add_to_cart,121.0,27.94
9134,1640,5719,2024-03-24 14:26:08,view,,
9135,1640,5719,2024-03-24 14:28:08,add_to_cart,144.0,28.11
9136,1641,5720,2024-03-09 12:42:46,view,,
9137,1641,5721,2024-02-17 08:20:46,view,,
9138,1641,5722,2024-03-01 08:02:46,view,,
9139,1641,5723,2024-03-07 13:41:46,view,,
9140,1641,5724,2024-03-07 23:38:46,view,,
9141,1641,5724,2024-03-07 23:40:46,add_to_cart,168.0,24.08
9142,1641,5724,2024-03-07 23:42:46,checkout,168.0,24.08
9143,1641,5725,2024-02-23 00:21:46,view,,
9144,1641,5725,2024-02-23 00:23:46,add_to_cart,163.0,37.65
9145,1642,5726,2024-06-22 09:16:42,view,,
9146,1642,5727,2024-06-22 16:28:42,view,,
9147,1642,5727,2024-06-22 16:30:42,add_to_cart,175.0,36.01
9148,1642,5728,2024-06-22 01:05:42,view,,
9149,1643,5729,2024-06-12 19:39:13,view,,
9150,1643,5729,2024-06-12 19:41:13,add_to_cart,132.0,19.71
9151,1643,5729,2024-06-12 19:43:13,checkout,132.0,19.71
9152,1643,5729,2024-06-12 19:45:13,purchase,132.0,19.71
9153,1643,5730,2024-06-10 00:21:13,view,,
9154,1643,5730,2024-06-10 00:23:13,add_to_cart,131.0,15.46
9155,1644,5731,2024-03-29 16:32:32,view,,
9156,1645,5732,2024-05-02 04:53:09,view,,
9157,1645,5733,2024-05-02 01:23:09,view,,
9158,1645,5733,2024-05-02 01:25:09,add_to_cart,121.0,22.85
9159,1645,5733,2024-05-02 01:27:09,checkout,121.0,22.85
9160,1645,5734,2024-04-29 04:28:09,view,,
9161,1645,5735,2024-04-16 16:12:09,view,,
9162,1646,5736,2024-06-12 01:40:21,view,,
9163,1647,5737,2024-04-21 23:40:33,view,,
9164,1647,5738,2024-03-22 18:11:33,view,,
9165,1647,5738,2024-03-22 18:13:33,add_to_cart,120.0,18.54
9166,1647,5739,2024-04-07 23:17:33,view,,
9167,1647,5740,2024-04-14 03:34:33,view,,
9168,1647,5741,2024-04-18 16:23:33,view,,
9169,1648,5742,2024-02-29 03:21:45,view,,
9170,1648,5742,2024-02-29 03:23:45,add_to_cart,174.0,23.99
9171,1648,5742,2024-02-29 03:25:45,checkout,174.0,23.99
9172,1648,5743,2024-02-23 06:36:45,view,,
9173,1648,5744,2024-02-28 13:27:45,view,,
9174,1648,5745,2024-03-18 20:19:45,view,,
9175,1648,5745,2024-03-18 20:21:45,add_to_cart,110.0,37.83
9176,1649,5746,2024-04-18 02:35:43,view,,
9177,1649,5747,2024-04-12 12:07:43,view,,
9178,1649,5748,2024-05-03 12:16:43,view,,
9179,1650,5749,2024-04-21 02:14:42,view,,
9180,1650,5749,2024-04-21 02:16:42,add_to_cart,133.0,20.9
9181,1650,5750,2024-05-05 02:17:42,view,,
9182,1650,5750,2024-05-05 02:19:42,add_to_cart,100.0,24.17
9183,1650,5750,2024-05-05 02:21:42,checkout,100.0,24.17
9184,1650,5751,2024-04-15 12:04:42,view,,
9185,1650,5752,2024-04-23 16:20:42,view,,
9186,1650,5752,2024-04-23 16:22:42,add_to_cart,177.0,25.04
9187,1651,5753,2024-06-02 07:49:11,view,,
9188,1651,5753,2024-06-02 07:51:11,add_to_cart,131.0,33.01
9189,1651,5754,2024-05-15 04:29:11,view,,
9190,1651,5755,2024-06-10 18:43:11,view,,
9191,1651,5756,2024-05-30 21:19:11,view,,
9192,1651,5756,2024-05-30 21:21:11,add_to_cart,144.0,11.17
9193,1651,5757,2024-06-13 03:05:11,view,,
9194,1651,5757,2024-06-13 03:07:11,add_to_cart,151.0,19.84
9195,1651,5757,2024-06-13 03:09:11,checkout,151.0,19.84
9196,1651,5757,2024-06-13 03:11:11,purchase,151.0,19.84
9197,1651,5758,2024-06-11 02:49:11,view,,
9198,1651,5758,2024-06-11 02:51:11,add_to_cart,153.0,26.42
9199,1652,5759,2024-02-22 12:49:40,view,,
9200,1652,5759,2024-02-22 12:51:40,add_to_cart,116.0,37.34
9201,1652,5760,2024-03-19 10:07:40,view,,
9202,1652,5760,2024-03-19 10:09:40,add_to_cart,127.0,20.65
9203,1653,5761,2024-05-25 00:17:02,view,,
9204,1653,5761,2024-05-25 00:19:02,add_to_cart,138.0,12.72
9205,1653,5762,2024-06-07 14:37:02,view,,
9206,1653,5762,2024-06-07 14:39:02,add_to_cart,108.0,30.47
9207,1653,5763,2024-05-14 07:02:02,view,,
9208,1653,5763,2024-05-14 07:04:02,add_to_cart,169.0,19.64
9209,1653,5764,2024-05-26 21:11:02,view,,
9210,1653,5765,2024-05-26 21:01:02,view,,
9211,1654,5766,2024-04-10 13:01:57,view,,
9212,1654,5767,2024-04-03 03:30:57,view,,
9213,1654,5767,2024-04-03 03:32:57,add_to_cart,137.0,16.18
9214,1654,5767,2024-04-03 03:34:57,checkout,137.0,16.18
9215,1654,5768,2024-03-27 17:03:57,view,,
9216,1655,5769,2024-03-05 02:55:55,view,,
9217,1655,5770,2024-02-16 19:04:55,view,,
9218,1655,5770,2024-02-16 19:06:55,add_to_cart,140.0,19.72
9219,1656,5771,2024-05-16 20:00:49,view,,
9220,1656,5772,2024-05-25 21:03:49,view,,
9221,1656,5772,2024-05-25 21:05:49,add_to_cart,104.0,23.0
9222,1657,5773,2024-01-15 12:13:48,view,,
9223,1657,5774,2024-02-07 06:52:48,view,,
9224,1657,5775,2024-02-02 20:53:48,view,,
9225,1657,5776,2024-02-07 15:44:48,view,,
9226,1657,5777,2024-02-09 04:11:48,view,,
9227,1657,5777,2024-02-09 04:13:48,add_to_cart,137.0,19.85
9228,1657,5777,2024-02-09 04:15:48,checkout,137.0,19.85
9229,1657,5778,2024-02-06 07:34:48,view,,
9230,1657,5778,2024-02-06 07:36:48,add_to_cart,154.0,11.34
9231,1658,5779,2024-06-02 01:18:49,view,,
9232,1658,5779,2024-06-02 01:20:49,add_to_cart,103.0,33.58
9233,1658,5780,2024-05-20 09:43:49,view,,
9234,1659,5781,2024-04-17 22:12:20,view,,
9235,1659,5781,2024-04-17 22:14:20,add_to_cart,123.0,38.33
9236,1659,5782,2024-04-11 03:03:20,view,,
9237,1659,5783,2024-04-15 17:12:20,view,,
9238,1659,5783,2024-04-15 17:14:20,add_to_cart,131.0,30.82
9239,1660,5784,2024-04-08 11:56:41,view,,
9240,1660,5785,2024-03-24 22:38:41,view,,
9241,1660,5785,2024-03-24 22:40:41,add_to_cart,167.0,16.47
9242,1660,5786,2024-04-11 05:59:41,view,,
9243,1660,5786,2024-04-11 06:01:41,add_to_cart,116.0,22.86
9244,1660,5787,2024-03-31 11:39:41,view,,
9245,1661,5788,2024-02-12 06:49:38,view,,
9246,1661,5788,2024-02-12 06:51:38,add_to_cart,119.0,24.48
9247,1662,5789,2024-04-01 05:23:04,view,,
9248,1662,5790,2024-03-15 17:35:04,view,,
9249,1662,5790,2024-03-15 17:37:04,add_to_cart,171.0,30.25
9250,1662,5791,2024-04-05 16:23:04,view,,
9251,1662,5792,2024-03-20 11:47:04,view,,
9252,1662,5792,2024-03-20 11:49:04,add_to_cart,158.0,31.0
9253,1662,5792,2024-03-20 11:51:04,checkout,158.0,31.0
9254,1662,5793,2024-04-01 01:45:04,view,,
9255,1663,5794,2024-03-20 06:55:48,view,,
9256,1663,5795,2024-03-04 22:35:48,view,,
9257,1663,5795,2024-03-04 22:37:48,add_to_cart,109.0,18.97
9258,1663,5796,2024-03-04 01:52:48,view,,
9259,1663,5797,2024-03-10 10:26:48,view,,
9260,1663,5798,2024-03-12 17:11:48,view,,
9261,1663,5799,2024-03-11 21:43:48,view,,
9262,1664,5800,2024-03-05 05:18:18,view,,
9263,1664,5801,2024-02-21 17:38:18,view,,
9264,1665,5802,2024-02-11 09:14:45,view,,
9265,1665,5803,2024-02-11 01:13:45,view,,
9266,1665,5803,2024-02-11 01:15:45,add_to_cart,164.0,25.25
9267,1665,5804,2024-03-08 14:22:45,view,,
9268,1665,5805,2024-02-17 13:41:45,view,,
9269,1665,5806,2024-02-11 12:29:45,view,,
9270,1665,5807,2024-02-12 02:51:45,view,,
9271,1666,5808,2024-01-31 23:50:37,view,,
9272,1666,5808,2024-01-31 23:52:37,add_to_cart,102.0,28.79
9273,1666,5808,2024-01-31 23:54:37,checkout,102.0,28.79
9274,1666,5809,2024-02-07 22:45:37,view,,
9275,1666,5810,2024-01-26 03:58:37,view,,
9276,1666,5810,2024-01-26 04:00:37,add_to_cart,155.0,40.83
9277,1666,5811,2024-02-04 08:53:37,view,,
9278,1667,5812,2024-05-28 03:48:27,view,,
9279,1667,5813,2024-05-20 16:58:27,view,,
9280,1667,5813,2024-05-20 17:00:27,add_to_cart,130.0,31.39
9281,1667,5814,2024-05-21 20:40:27,view,,
9282,1668,5815,2024-01-28 12:28:34,view,,
9283,1668,5816,2024-02-05 14:28:34,view,,
9284,1668,5817,2024-01-22 01:19:34,view,,
9285,1668,5817,2024-01-22 01:21:34,add_to_cart,107.0,32.34
9286,1668,5818,2024-02-15 01:31:34,view,,
9287,1668,5819,2024-02-02 08:17:34,view,,
9288,1668,5819,2024-02-02 08:19:34,add_to_cart,140.0,25.26
9289,1668,5819,2024-02-02 08:21:34,checkout,140.0,25.26
9290,1668,5819,2024-02-02 08:23:34,purchase,140.0,25.26
9291,1669,5820,2024-02-10 09:18:38,view,,
9292,1669,5820,2024-02-10 09:20:38,add_to_cart,126.0,40.19
9293,1669,5820,2024-02-10 09:22:38,checkout,126.0,40.19
9294,1669,5821,2024-01-23 15:22:38,view,,
9295,1669,5821,2024-01-23 15:24:38,add_to_cart,179.0,28.32
9296,1669,5822,2024-02-02 06:07:38,view,,
9297,1670,5823,2024-06-05 22:18:42,view,,
9298,1671,5824,2024-02-04 10:57:22,view,,
9299,1671,5825,2024-02-28 01:52:22,view,,
9300,1671,5825,2024-02-28 01:54:22,add_to_cart,102.0,18.15
9301,1671,5826,2024-02-05 16:59:22,view,,
9302,1671,5826,2024-02-05 17:01:22,add_to_cart,170.0,40.09
9303,1672,5827,2024-03-22 01:30:55,view,,
9304,1672,5827,2024-03-22 01:32:55,add_to_cart,103.0,31.32
9305,1672,5828,2024-04-06 21:56:55,view,,
9306,1672,5829,2024-03-13 10:16:55,view,,
9307,1672,5829,2024-03-13 10:18:55,add_to_cart,119.0,21.01
9308,1672,5830,2024-03-24 05:53:55,view,,
9309,1672,5831,2024-03-30 08:35:55,view,,
9310,1672,5831,2024-03-30 08:37:55,add_to_cart,138.0,20.74
9311,1673,5832,2024-05-24 00:16:53,view,,
9312,1673,5833,2024-06-12 14:39:53,view,,
9313,1673,5834,2024-06-19 09:08:53,view,,
9314,1673,5835,2024-05-23 23:43:53,view,,
9315,1673,5835,2024-05-23 23:45:53,add_to_cart,116.0,27.22
9316,1673,5835,2024-05-23 23:47:53,checkout,116.0,27.22
9317,1673,5835,2024-05-23 23:49:53,purchase,116.0,27.22
9318,1674,5836,2024-06-21 10:39:33,view,,
9319,1674,5836,2024-06-21 10:41:33,add_to_cart,128.0,28.85
9320,1674,5836,2024-06-21 10:43:33,checkout,128.0,28.85
9321,1674,5837,2024-06-26 14:07:33,view,,
9322,1674,5837,2024-06-26 14:09:33,add_to_cart,179.0,26.29
9323,1674,5838,2024-06-18 05:25:33,view,,
9324,1674,5839,2024-06-15 06:05:33,view,,
9325,1674,5839,2024-06-15 06:07:33,add_to_cart,152.0,27.36
9326,1674,5840,2024-06-10 09:05:33,view,,
9327,1674,5840,2024-06-10 09:07:33,add_to_cart,173.0,44.48
9328,1674,5840,2024-06-10 09:09:33,checkout,173.0,44.48
9329,1674,5841,2024-06-17 04:55:33,view,,
9330,1674,5841,2024-06-17 04:57:33,add_to_cart,127.0,35.7
9331,1674,5841,2024-06-17 04:59:33,checkout,127.0,35.7
9332,1675,5842,2024-04-26 15:53:21,view,,
9333,1675,5842,2024-04-26 15:55:21,add_to_cart,106.0,26.23
9334,1675,5843,2024-05-19 00:55:21,view,,
9335,1676,5844,2024-01-21 05:45:00,view,,
9336,1676,5844,2024-01-21 05:47:00,add_to_cart,141.0,34.11
9337,1676,5845,2024-01-17 16:18:00,view,,
9338,1676,5846,2024-02-11 17:54:00,view,,
9339,1676,5847,2024-01-24 21:46:00,view,,
9340,1676,5848,2024-01-30 13:25:00,view,,
9341,1676,5848,2024-01-30 13:27:00,add_to_cart,166.0,17.09
9342,1677,5849,2024-03-28 21:26:56,view,,
9343,1677,5849,2024-03-28 21:28:56,add_to_cart,158.0,28.2
9344,1677,5849,2024-03-28 21:30:56,checkout,158.0,28.2
9345,1677,5849,2024-03-28 21:32:56,purchase,158.0,28.2
9346,1677,5850,2024-04-10 04:33:56,view,,
9347,1677,5850,2024-04-10 04:35:56,add_to_cart,125.0,46.21
9348,1677,5851,2024-04-16 19:21:56,view,,
9349,1677,5852,2024-03-19 19:41:56,view,,
9350,1678,5853,2024-06-28 15:00:23,view,,
9351,1679,5854,2024-07-13 14:18:21,view,,
9352,1679,5854,2024-07-13 14:20:21,add_to_cart,176.0,22.73
9353,1679,5855,2024-06-28 18:56:21,view,,
9354,1679,5855,2024-06-28 18:58:21,add_to_cart,177.0,18.23
9355,1679,5855,2024-06-28 19:00:21,checkout,177.0,18.23
9356,1679,5856,2024-07-10 07:00:21,view,,
9357,1679,5857,2024-06-16 23:32:21,view,,
9358,1679,5857,2024-06-16 23:34:21,add_to_cart,140.0,19.53
9359,1680,5858,2024-01-11 15:52:19,view,,
9360,1681,5859,2024-02-14 11:19:03,view,,
9361,1681,5859,2024-02-14 11:21:03,add_to_cart,168.0,16.75
9362,1681,5860,2024-02-17 20:01:03,view,,
9363,1681,5861,2024-02-25 05:07:03,view,,
9364,1682,5862,2024-05-25 10:28:08,view,,
9365,1682,5863,2024-05-11 04:12:08,view,,
9366,1682,5864,2024-06-02 09:56:08,view,,
9367,1683,5865,2024-05-14 00:55:41,view,,
9368,1683,5866,2024-04-20 16:44:41,view,,
9369,1683,5867,2024-05-17 04:24:41,view,,
9370,1684,5868,2024-02-19 08:25:23,view,,
9371,1684,5869,2024-02-08 14:54:23,view,,
9372,1684,5870,2024-02-08 06:20:23,view,,
9373,1684,5871,2024-02-03 10:11:23,view,,
9374,1684,5871,2024-02-03 10:13:23,add_to_cart,132.0,18.64
9375,1684,5872,2024-02-18 12:00:23,view,,
9376,1684,5872,2024-02-18 12:02:23,add_to_cart,135.0,21.55
9377,1685,5873,2024-05-31 00:19:55,view,,
9378,1685,5873,2024-05-31 00:21:55,add_to_cart,151.0,15.0
9379,1685,5873,2024-05-31 00:23:55,checkout,151.0,15.0
9380,1685,5874,2024-06-03 13:19:55,view,,
9381,1685,5874,2024-06-03 13:21:55,add_to_cart,151.0,24.67
9382,1685,5874,2024-06-03 13:23:55,checkout,151.0,24.67
9383,1685,5875,2024-06-08 17:52:55,view,,
9384,1685,5876,2024-05-26 16:45:55,view,,
9385,1686,5877,2024-03-22 03:01:33,view,,
9386,1686,5877,2024-03-22 03:03:33,add_to_cart,108.0,33.64
9387,1686,5877,2024-03-22 03:05:33,checkout,108.0,33.64
9388,1686,5878,2024-03-15 23:11:33,view,,
9389,1686,5878,2024-03-15 23:13:33,add_to_cart,103.0,17.86
9390,1686,5879,2024-04-10 08:31:33,view,,
9391,1686,5879,2024-04-10 08:33:33,add_to_cart,177.0,41.75
9392,1686,5879,2024-04-10 08:35:33,checkout,177.0,41.75
9393,1686,5880,2024-03-13 07:04:33,view,,
9394,1686,5880,2024-03-13 07:06:33,add_to_cart,180.0,29.33
9395,1686,5880,2024-03-13 07:08:33,checkout,180.0,29.33
9396,1686,5881,2024-04-11 04:31:33,view,,
9397,1686,5882,2024-03-29 04:08:33,view,,
9398,1687,5883,2024-02-27 15:34:36,view,,
9399,1687,5883,2024-02-27 15:36:36,add_to_cart,134.0,35.19
9400,1688,5884,2024-03-15 17:21:31,view,,
9401,1688,5884,2024-03-15 17:23:31,add_to_cart,100.0,19.49
9402,1688,5885,2024-03-04 23:23:31,view,,
9403,1688,5886,2024-03-06 08:04:31,view,,
9404,1688,5887,2024-04-01 10:24:31,view,,
9405,1688,5887,2024-04-01 10:26:31,add_to_cart,175.0,33.09
9406,1688,5888,2024-03-11 02:19:31,view,,
9407,1688,5889,2024-03-22 18:04:31,view,,
9408,1689,5890,2024-02-22 06:12:46,view,,
9409,1689,5891,2024-02-21 06:55:46,view,,
9410,1689,5892,2024-03-07 03:44:46,view,,
9411,1689,5892,2024-03-07 03:46:46,add_to_cart,177.0,16.74
9412,1689,5893,2024-02-24 07:03:46,view,,
9413,1689,5893,2024-02-24 07:05:46,add_to_cart,114.0,33.5
9414,1689,5893,2024-02-24 07:07:46,checkout,114.0,33.5
9415,1689,5894,2024-03-03 16:36:46,view,,
9416,1689,5894,2024-03-03 16:38:46,add_to_cart,167.0,26.05
9417,1690,5895,2024-04-20 03:30:01,view,,
9418,1690,5895,2024-04-20 03:32:01,add_to_cart,162.0,29.77
9419,1690,5896,2024-04-30 01:32:01,view,,
9420,1690,5896,2024-04-30 01:34:01,add_to_cart,115.0,16.26
9421,1690,5897,2024-04-24 23:15:01,view,,
9422,1690,5897,2024-04-24 23:17:01,add_to_cart,178.0,17.93
9423,1690,5898,2024-05-02 22:38:01,view,,
9424,1690,5898,2024-05-02 22:40:01,add_to_cart,110.0,30.24
9425,1691,5899,2024-06-10 10:17:04,view,,
9426,1691,5900,2024-06-24 22:59:04,view,,
9427,1691,5900,2024-06-24 23:01:04,add_to_cart,108.0,17.6
9428,1692,5901,2024-04-15 16:58:27,view,,
9429,1692,5902,2024-04-07 14:20:27,view,,
9430,1692,5902,2024-04-07 14:22:27,add_to_cart,115.0,28.85
9431,1692,5903,2024-04-19 01:37:27,view,,
9432,1692,5903,2024-04-19 01:39:27,add_to_cart,120.0,15.2
9433,1692,5904,2024-04-26 11:55:27,view,,
9434,1693,5905,2024-01-19 08:24:23,view,,
9435,1693,5906,2024-01-21 20:48:23,view,,
9436,1693,5907,2024-01-28 14:15:23,view,,
9437,1693,5907,2024-01-28 14:17:23,add_to_cart,151.0,33.01
9438,1693,5908,2024-02-11 00:42:23,view,,
9439,1694,5909,2024-07-11 02:46:01,view,,
9440,1695,5910,2024-07-17 18:58:11,view,,
9441,1695,5911,2024-07-07 06:15:11,view,,
9442,1696,5912,2024-04-18 19:19:57,view,,
9443,1696,5912,2024-04-18 19:21:57,add_to_cart,117.0,15.94
9444,1696,5913,2024-04-12 03:58:57,view,,
9445,1696,5914,2024-05-02 07:11:57,view,,
9446,1696,5915,2024-04-12 08:44:57,view,,
9447,1696,5915,2024-04-12 08:46:57,add_to_cart,108.0,29.76
9448,1696,5916,2024-04-29 07:03:57,view,,
9449,1697,5917,2024-05-10 07:33:14,view,,
9450,1697,5918,2024-04-14 11:26:14,view,,
9451,1697,5918,2024-04-14 11:28:14,add_to_cart,138.0,30.54
9452,1697,5919,2024-04-19 16:10:14,view,,
9453,1697,5920,2024-04-13 11:00:14,view,,
9454,1697,5921,2024-04-18 09:32:14,view,,
9455,1697,5922,2024-05-06 17:50:14,view,,
9456,1698,5923,2024-03-04 23:30:57,view,,
9457,1698,5924,2024-03-21 07:45:57,view,,
9458,1698,5925,2024-03-26 08:11:57,view,,
9459,1698,5925,2024-03-26 08:13:57,add_to_cart,160.0,19.22
9460,1698,5926,2024-03-27 19:24:57,view,,
9461,1698,5926,2024-03-27 19:26:57,add_to_cart,131.0,30.08
9462,1698,5926,2024-03-27 19:28:57,checkout,131.0,30.08
9463,1698,5927,2024-03-04 18:14:57,view,,
9464,1698,5928,2024-03-16 16:20:57,view,,
9465,1699,5929,2024-06-13 16:22:47,view,,
9466,1699,5929,2024-06-13 16:24:47,add_to_cart,151.0,26.87
9467,1699,5930,2024-05-26 19:22:47,view,,
9468,1699,5930,2024-05-26 19:24:47,add_to_cart,126.0,20.32
9469,1699,5931,2024-06-02 09:48:47,view,,
9470,1699,5932,2024-06-09 16:28:47,view,,
9471,1699,5932,2024-06-09 16:30:47,add_to_cart,167.0,17.24
9472,1699,5932,2024-06-09 16:32:47,checkout,167.0,17.24
9473,1699,5932,2024-06-09 16:34:47,purchase,167.0,17.24
9474,1699,5933,2024-06-21 14:47:47,view,,
9475,1700,5934,2024-05-26 00:26:44,view,,
9476,1700,5935,2024-05-26 10:03:44,view,,
9477,1700,5936,2024-06-17 06:16:44,view,,
9478,1700,5937,2024-06-07 11:50:44,view,,
9479,1700,5937,2024-06-07 11:52:44,add_to_cart,163.0,12.34
9480,1701,5938,2024-06-19 15:46:21,view,,
9481,1701,5938,2024-06-19 15:48:21,add_to_cart,155.0,27.73
9482,1701,5939,2024-06-13 00:58:21,view,,
9483,1701,5940,2024-07-03 05:52:21,view,,
9484,1702,5941,2024-04-04 21:09:41,view,,
9485,1702,5941,2024-04-04 21:11:41,add_to_cart,156.0,14.19
9486,1702,5941,2024-04-04 21:13:41,checkout,156.0,14.19
9487,1702,5942,2024-03-20 11:05:41,view,,
9488,1702,5942,2024-03-20 11:07:41,add_to_cart,176.0,25.37
9489,1702,5943,2024-03-24 15:29:41,view,,
9490,1702,5944,2024-03-17 04:59:41,view,,
9491,1702,5945,2024-03-08 13:21:41,view,,
9492,1702,5945,2024-03-08 13:23:41,add_to_cart,116.0,22.37
9493,1702,5946,2024-03-09 18:19:41,view,,
9494,1703,5947,2024-03-22 16:21:42,view,,
9495,1703,5948,2024-03-26 14:52:42,view,,
9496,1704,5949,2024-04-01 03:06:47,view,,
9497,1705,5950,2024-06-18 08:30:31,view,,
9498,1705,5951,2024-06-13 03:38:31,view,,
9499,1705,5951,2024-06-13 03:40:31,add_to_cart,151.0,31.12
9500,1706,5952,2024-03-29 18:16:05,view,,
9501,1706,5953,2024-03-31 07:42:05,view,,
9502,1706,5953,2024-03-31 07:44:05,add_to_cart,145.0,22.07
9503,1706,5954,2024-04-09 18:36:05,view,,
9504,1706,5955,2024-04-06 01:22:05,view,,
9505,1706,5956,2024-03-18 16:05:05,view,,
9506,1706,5956,2024-03-18 16:07:05,add_to_cart,127.0,21.86
9507,1706,5957,2024-03-16 16:33:05,view,,
9508,1707,5958,2024-05-19 16:25:50,view,,
9509,1707,5959,2024-05-20 20:27:50,view,,
9510,1707,5959,2024-05-20 20:29:50,add_to_cart,104.0,31.69
9511,1707,5959,2024-05-20 20:31:50,checkout,104.0,31.69
9512,1707,5960,2024-05-31 08:48:50,view,,
9513,1707,5961,2024-05-16 03:29:50,view,,
9514,1708,5962,2024-02-21 07:38:50,view,,
9515,1708,5962,2024-02-21 07:40:50,add_to_cart,124.0,27.58
9516,1708,5962,2024-02-21 07:42:50,checkout,124.0,27.58
9517,1708,5963,2024-02-18 20:39:50,view,,
9518,1709,5964,2024-07-04 04:28:34,view,,
9519,1709,5964,2024-07-04 04:30:34,add_to_cart,162.0,27.4
9520,1709,5965,2024-07-11 07:14:34,view,,
9521,1709,5966,2024-07-05 10:15:34,view,,
9522,1710,5967,2024-06-05 23:21:00,view,,
9523,1710,5968,2024-06-15 23:08:00,view,,
9524,1710,5968,2024-06-15 23:10:00,add_to_cart,147.0,28.91
9525,1710,5969,2024-05-29 11:21:00,view,,
9526,1710,5970,2024-06-09 05:47:00,view,,
9527,1710,5970,2024-06-09 05:49:00,add_to_cart,169.0,14.33
9528,1711,5971,2024-03-31 11:23:50,view,,
9529,1711,5972,2024-04-20 15:44:50,view,,
9530,1711,5973,2024-04-30 20:55:50,view,,
9531,1712,5974,2024-04-10 14:37:57,view,,
9532,1712,5975,2024-03-18 07:47:57,view,,
9533,1712,5975,2024-03-18 07:49:57,add_to_cart,177.0,31.97
9534,1712,5976,2024-04-10 06:49:57,view,,
9535,1712,5977,2024-04-02 09:02:57,view,,
9536,1712,5978,2024-04-01 17:18:57,view,,
9537,1712,5979,2024-03-11 18:13:57,view,,
9538,1712,5979,2024-03-11 18:15:57,add_to_cart,165.0,30.4
9539,1713,5980,2024-05-14 22:04:17,view,,
9540,1713,5980,2024-05-14 22:06:17,add_to_cart,142.0,17.19
9541,1713,5980,2024-05-14 22:08:17,checkout,142.0,17.19
9542,1714,5981,2024-07-09 22:30:15,view,,
9543,1714,5982,2024-07-04 21:08:15,view,,
9544,1714,5982,2024-07-04 21:10:15,add_to_cart,138.0,22.52
9545,1714,5983,2024-07-08 06:02:15,view,,
9546,1714,5983,2024-07-08 06:04:15,add_to_cart,118.0,24.2
9547,1714,5984,2024-07-01 03:53:15,view,,
9548,1715,5985,2024-01-10 09:31:08,view,,
9549,1715,5985,2024-01-10 09:33:08,add_to_cart,119.0,23.4
9550,1715,5985,2024-01-10 09:35:08,checkout,119.0,23.4
9551,1715,5986,2024-01-25 18:11:08,view,,
9552,1716,5987,2024-04-15 15:22:47,view,,
9553,1716,5988,2024-04-25 15:07:47,view,,
9554,1716,5988,2024-04-25 15:09:47,add_to_cart,171.0,27.57
9555,1717,5989,2024-03-28 03:42:09,view,,
9556,1717,5989,2024-03-28 03:44:09,add_to_cart,109.0,40.49
9557,1717,5990,2024-03-19 21:50:09,view,,
9558,1717,5990,2024-03-19 21:52:09,add_to_cart,119.0,35.82
9559,1717,5991,2024-03-05 05:38:09,view,,
9560,1717,5991,2024-03-05 05:40:09,add_to_cart,159.0,15.5
9561,1717,5992,2024-03-16 04:01:09,view,,
9562,1717,5992,2024-03-16 04:03:09,add_to_cart,121.0,30.5
9563,1718,5993,2024-04-16 02:55:44,view,,
9564,1718,5994,2024-03-31 05:05:44,view,,
9565,1718,5994,2024-03-31 05:07:44,add_to_cart,108.0,39.06
9566,1719,5995,2024-04-05 00:34:42,view,,
9567,1720,5996,2024-04-20 20:53:00,view,,
9568,1720,5996,2024-04-20 20:55:00,add_to_cart,157.0,28.09
9569,1720,5997,2024-04-11 11:07:00,view,,
9570,1721,5998,2024-05-20 22:10:16,view,,
9571,1721,5998,2024-05-20 22:12:16,add_to_cart,155.0,35.94
9572,1721,5999,2024-06-03 21:42:16,view,,
9573,1721,5999,2024-06-03 21:44:16,add_to_cart,125.0,49.62
9574,1721,6000,2024-06-07 14:49:16,view,,
9575,1721,6001,2024-06-02 23:05:16,view,,
