user_id,experiment_name,variant,assigned_ts
1160,checkout_redesign,control,2024-02-26 20:42:34
1161,checkout_redesign,variant,2024-04-26 15:24:15
1162,checkout_redesign,control,2024-03-16 08:50:20
1163,checkout_redesign,variant,2024-03-22 16:11:23
1164,checkout_redesign,control,2024-03-07 06:52:53
1165,checkout_redesign,variant,2024-03-31 23:39:56
1166,checkout_redesign,control,2024-01-12 20:57:41
1167,checkout_redesign,control,2024-02-29 14:14:14
1168,checkout_redesign,variant,2024-05-17 00:41:49
1169,checkout_redesign,control,2024-03-19 05:18:29
1170,checkout_redesign,control,2024-04-07 20:34:32
1171,checkout_redesign,control,2024-05-13 11:04:10
1172,checkout_redesign,variant,2024-03-30 23:28:35
1173,checkout_redesign,control,2024-04-02 14:18:50
1174,checkout_redesign,variant,2024-01-31 14:32:14
1175,checkout_redesign,control,2024-01-21 02:38:58
1176,checkout_redesign,variant,2024-04-06 04:59:26
1177,checkout_redesign,control,2024-03-14 03:42:46
1178,checkout_redesign,variant,2024-01-25 16:53:26
1179,checkout_redesign,control,2024-05-29 23:39:50
1180,checkout_redesign,control,2024-04-17 09:00:09
1181,checkout_redesign,control,2024-05-09 03:37:29
1182,checkout_redesign,variant,2024-06-06 04:57:04
1183,checkout_redesign,variant,2024-06-03 14:37:44
1184,checkout_redesign,control,2024-06-02 03:25:21
1185,checkout_redesign,control,2024-01-27 00:00:23
1186,checkout_redesign,control,2024-04-25 14:17:15
1187,checkout_redesign,control,2024-03-18 09:48:19
1188,checkout_redesign,variant,2024-01-31 17:54:50
1189,checkout_redesign,control,2024-01-28 02:27:43
1190,checkout_redesign,control,2024-01-25 15:09:46
1191,checkout_redesign,control,2024-06-02 15:20:17
1192,checkout_redesign,control,2024-04-07 18:16:33
1193,checkout_redesign,variant,2024-03-09 11:33:19
1194,checkout_redesign,variant,2024-04-25 08:20:29
1195,checkout_redesign,control,2024-04-29 07:53:09
1196,checkout_redesign,control,2024-01-11 15:49:10
1197,checkout_redesign,control,2024-02-09 22:06:00
1198,checkout_redesign,control,2024-02-28 04:33:53
1199,checkout_redesign,variant,2024-02-10 11:20:45
1200,checkout_redesign,control,2024-01-04 20:08:52
1201,checkout_redesign,variant,2024-02-12 12:43:37
1202,checkout_redesign,control,2024-05-30 01:05:37
1203,checkout_redesign,variant,2024-02-14 02:31:58
1204,checkout_redesign,variant,2024-02-27 00:16:30
1205,checkout_redesign,variant,2024-03-19 11:23:32
1206,checkout_redesign,variant,2024-05-26 04:45:45
1207,checkout_redesign,variant,2024-02-17 16:47:54
1208,checkout_redesign,variant,2024-05-29 17:34:26
1209,checkout_redesign,variant,2024-05-14 16:24:28
1210,checkout_redesign,variant,2024-03-18 22:59:54
1211,checkout_redesign,control,2024-06-29 16:23:30
1212,checkout_redesign,control,2024-02-16 02:23:20
1213,checkout_redesign,variant,2024-03-22 06:34:09
1214,checkout_redesign,control,2024-05-23 18:25:29
1215,checkout_redesign,control,2024-04-22 19:16:39
1216,checkout_redesign,control,2024-02-09 12:47:04
1217,checkout_redesign,variant,2024-03-06 19:17:27
1218,checkout_redesign,variant,2024-02-12 09:32:51
1219,checkout_redesign,control,2024-04-20 15:48:56
1220,checkout_redesign,variant,2024-05-13 22:15:43
1221,checkout_redesign,control,2024-06-18 15:45:20
1222,checkout_redesign,variant,2024-02-18 07:21:02
1223,checkout_redesign,control,2024-02-02 04:37:00
1224,checkout_redesign,control,2024-04-20 12:38:43
1225,checkout_redesign,control,2024-04-24 04:13:16
1226,checkout_redesign,control,2024-04-06 04:52:53
1227,checkout_redesign,variant,2024-01-06 16:41:31
1228,checkout_redesign,variant,2024-05-08 10:02:39
1229,checkout_redesign,variant,2024-01-07 00:22:42
1230,checkout_redesign,variant,2024-06-19 18:03:10
1231,checkout_redesign,variant,2024-01-15 02:04:22
1232,checkout_redesign,control,2024-06-10 19:34:50
1233,checkout_redesign,variant,2024-06-20 19:43:23
1234,checkout_redesign,variant,2024-02-16 09:19:07
1235,checkout_redesign,control,2024-04-18 10:04:24
1236,checkout_redesign,variant,2024-06-28 00:01:05
1237,checkout_redesign,control,2024-03-17 10:34:15
1238,checkout_redesign,control,2024-01-26 15:52:08
1239,checkout_redesign,control,2024-06-08 16:18:39
1240,checkout_redesign,variant,2024-03-14 12:16:29
1241,checkout_redesign,variant,2024-02-22 22:34:46
1242,checkout_redesign,variant,2024-05-21 14:17:36
1243,checkout_redesign,variant,2024-02-28 11:43:32
1244,checkout_redesign,control,2024-03-24 06:58:51
1245,checkout_redesign,control,2024-01-12 09:34:20
1246,checkout_redesign,control,2024-06-09 01:53:18
1247,checkout_redesign,variant,2024-06-07 04:54:20
1248,checkout_redesign,control,2024-02-13 17:10:38
1249,checkout_redesign,variant,2024-01-20 21:54:45
1250,checkout_redesign,control,2024-01-19 05:33:22
1251,checkout_redesign,variant,2024-03-11 22:43:58
1252,checkout_redesign,control,2024-03-30 07:47:01
1253,checkout_redesign,control,2024-01-20 11:15:10
1254,checkout_redesign,variant,2024-02-12 03:21:28
1255,checkout_redesign,variant,2024-03-03 13:22:28
1256,checkout_redesign,control,2024-01-13 16:07:38
1257,checkout_redesign,variant,2024-01-30 00:01:30
1258,checkout_redesign,control,2024-04-28 07:47:07
1259,checkout_redesign,variant,2024-03-18 08:47:55
1260,checkout_redesign,variant,2024-01-07 17:01:46
1261,checkout_redesign,variant,2024-01-04 14:13:42
1262,checkout_redesign,variant,2024-02-21 21:32:55
1263,checkout_redesign,variant,2024-03-02 03:58:43
1264,checkout_redesign,control,2024-03-25 20:16:32
1265,checkout_redesign,control,2024-05-04 20:24:39
1266,checkout_redesign,variant,2024-04-21 15:28:54
1267,checkout_redesign,control,2024-04-21 10:42:29
1268,checkout_redesign,variant,2024-03-09 08:44:31
1269,checkout_redesign,variant,2024-01-30 21:15:18
1270,checkout_redesign,control,2024-02-15 07:38:06
1271,checkout_redesign,control,2024-05-30 20:25:32
1272,checkout_redesign,control,2024-06-27 12:13:49
1273,checkout_redesign,control,2024-03-14 07:56:01
1274,checkout_redesign,control,2024-06-06 01:00:42
1275,checkout_redesign,variant,2024-03-26 10:38:05
1276,checkout_redesign,control,2024-05-15 05:08:21
1277,checkout_redesign,control,2024-05-04 17:03:45
1278,checkout_redesign,variant,2024-02-12 17:34:14
1279,checkout_redesign,control,2024-04-22 19:18:23
1280,checkout_redesign,control,2024-02-02 13:17:51
1281,checkout_redesign,control,2024-05-23 08:23:26
1282,checkout_redesign,control,2024-06-01 06:20:52
1283,checkout_redesign,control,2024-03-16 08:19:21
1284,checkout_redesign,control,2024-01-28 22:59:18
1285,checkout_redesign,variant,2024-03-29 04:21:33
1286,checkout_redesign,control,2024-04-29 06:18:08
1287,checkout_redesign,variant,2024-05-07 19:26:06
1288,checkout_redesign,control,2024-04-11 21:44:02
1289,checkout_redesign,control,2024-06-03 00:56:49
1290,checkout_redesign,variant,2024-06-05 04:17:37
1291,checkout_redesign,variant,2024-02-10 10:48:25
1292,checkout_redesign,variant,2024-03-05 08:33:37
1293,checkout_redesign,variant,2024-05-06 06:37:32
1294,checkout_redesign,variant,2024-02-09 11:53:32
1295,checkout_redesign,variant,2024-06-15 21:13:38
1296,checkout_redesign,control,2024-04-23 14:57:42
1297,checkout_redesign,control,2024-02-12 18:06:51
1298,checkout_redesign,variant,2024-06-22 00:50:32
1299,checkout_redesign,control,2024-01-28 04:58:17
1300,checkout_redesign,variant,2024-03-13 22:33:30
1301,checkout_redesign,control,2024-02-05 01:30:27
1302,checkout_redesign,control,2024-04-24 11:56:48
1303,checkout_redesign,control,2024-03-23 12:17:53
1304,checkout_redesign,variant,2024-01-12 14:34:10
1305,checkout_redesign,control,2024-03-21 02:38:07
1306,checkout_redesign,variant,2024-05-06 13:07:55
1307,checkout_redesign,variant,2024-06-26 18:35:49
1308,checkout_redesign,control,2024-02-15 01:41:52
1309,checkout_redesign,variant,2024-03-18 14:51:59
1310,checkout_redesign,variant,2024-05-01 09:06:52
1311,checkout_redesign,variant,2024-04-19 06:28:04
1312,checkout_redesign,variant,2024-01-31 22:10:38
1313,checkout_redesign,control,2024-04-25 00:44:18
1314,checkout_redesign,variant,2024-06-29 19:48:03
1315,checkout_redesign,control,2024-03-21 04:31:38
1316,checkout_redesign,variant,2024-04-07 02:36:09
1317,checkout_redesign,control,2024-02-23 10:03:06
1318,checkout_redesign,control,2024-06-11 18:53:40
1319,checkout_redesign,variant,2024-06-25 21:46:08
1320,checkout_redesign,control,2024-01-05 23:11:14
1321,checkout_redesign,variant,2024-04-20 22:04:28
1322,checkout_redesign,control,2024-06-16 23:04:36
1323,checkout_redesign,control,2024-05-07 01:58:16
1324,checkout_redesign,variant,2024-02-01 08:52:32
1325,checkout_redesign,control,2024-06-21 11:06:11
1326,checkout_redesign,control,2024-01-16 12:04:10
1327,checkout_redesign,variant,2024-01-15 13:54:42
1328,checkout_redesign,control,2024-02-02 21:05:05
1329,checkout_redesign,control,2024-06-07 02:12:29
1330,checkout_redesign,variant,2024-04-15 09:38:51
1331,checkout_redesign,control,2024-01-29 06:45:10
1332,checkout_redesign,variant,2024-01-01 23:44:17
1333,checkout_redesign,control,2024-04-26 09:53:45
1334,checkout_redesign,variant,2024-04-12 03:22:43
1335,checkout_redesign,control,2024-01-23 11:46:11
1336,checkout_redesign,variant,2024-01-20 20:52:36
1337,checkout_redesign,control,2024-06-04 07:39:08
1338,checkout_redesign,control,2024-04-30 12:02:34
1339,checkout_redesign,variant,2024-04-10 22:32:44
1340,checkout_redesign,variant,2024-02-16 17:14:36
1341,checkout_redesign,control,2024-01-12 09:01:53
1342,checkout_redesign,control,2024-03-29 05:30:50
1343,checkout_redesign,control,2024-03-10 16:17:54
1344,checkout_redesign,control,2024-01-18 14:26:25
1345,checkout_redesign,control,2024-05-25 22:21:24
1346,checkout_redesign,control,2024-05-10 09:03:52
1347,checkout_redesign,control,2024-05-21 04:30:14
1348,checkout_redesign,control,2024-04-01 00:24:28
1349,checkout_redesign,variant,2024-06-26 04:16:08
1350,checkout_redesign,control,2024-05-01 08:28:00
1351,checkout_redesign,control,2024-02-09 17:01:43
1352,checkout_redesign,variant,2024-04-10 08:32:25
1353,checkout_redesign,control,2024-05-16 12:23:57
1354,checkout_redesign,control,2024-01-21 01:19:36
1355,checkout_redesign,control,2024-02-24 07:15:46
1356,checkout_redesign,variant,2024-02-01 00:27:18
1357,checkout_redesign,variant,2024-04-23 11:04:01
1358,checkout_redesign,control,2024-04-05 19:32:23
1359,checkout_redesign,variant,2024-04-12 20:34:47
1360,checkout_redesign,variant,2024-05-28 17:31:35
1361,checkout_redesign,variant,2024-01-06 06:08:22
1362,checkout_redesign,variant,2024-03-15 00:28:36
1363,checkout_redesign,control,2024-06-29 16:34:36
1364,checkout_redesign,variant,2024-01-13 09:40:34
1365,checkout_redesign,control,2024-01-08 00:11:58
1366,checkout_redesign,variant,2024-01-21 17:16:20
1367,checkout_redesign,control,2024-04-14 03:23:04
1368,checkout_redesign,variant,2024-05-27 18:54:40
1369,checkout_redesign,variant,2024-01-13 22:04:46
1370,checkout_redesign,variant,2024-05-05 16:51:53
1371,checkout_redesign,variant,2024-02-01 23:07:19
1372,checkout_redesign,control,2024-06-12 13:43:45
1373,checkout_redesign,variant,2024-02-24 02:38:26
1374,checkout_redesign,variant,2024-01-08 21:38:17
1375,checkout_redesign,control,2024-05-27 14:58:14
1376,checkout_redesign,control,2024-06-25 14:43:08
1377,checkout_redesign,variant,2024-02-10 13:42:26
1378,checkout_redesign,control,2024-02-16 14:47:04
1379,checkout_redesign,variant,2024-01-29 09:35:13
1380,checkout_redesign,variant,2024-01-10 15:17:24
1381,checkout_redesign,control,2024-04-06 05:13:52
1382,checkout_redesign,control,2024-04-13 05:52:33
1383,checkout_redesign,variant,2024-05-02 23:39:30
1384,checkout_redesign,control,2024-06-06 10:28:58
1385,checkout_redesign,control,2024-04-30 03:30:31
1386,checkout_redesign,control,2024-01-28 04:07:29
1387,checkout_redesign,control,2024-06-06 09:09:48
1388,checkout_redesign,control,2024-03-27 04:30:21
1389,checkout_redesign,variant,2024-04-03 06:13:51
1390,checkout_redesign,variant,2024-06-30 13:43:55
1391,checkout_redesign,control,2024-04-23 03:38:10
1392,checkout_redesign,control,2024-01-08 15:30:49
1393,checkout_redesign,variant,2024-02-05 03:16:27
1394,checkout_redesign,control,2024-01-30 02:42:12
1395,checkout_redesign,control,2024-06-24 16:12:02
1396,checkout_redesign,variant,2024-05-14 01:24:06
1397,checkout_redesign,variant,2024-05-07 05:59:44
1398,checkout_redesign,control,2024-03-09 13:54:31
1399,checkout_redesign,variant,2024-04-28 11:11:51
1400,checkout_redesign,control,2024-03-18 20:17:49
1401,checkout_redesign,variant,2024-04-20 03:05:06
1402,checkout_redesign,control,2024-06-28 01:13:53
1403,checkout_redesign,variant,2024-02-21 10:09:56
1404,checkout_redesign,variant,2024-03-07 10:52:04
1405,checkout_redesign,variant,2024-01-16 05:20:07
1406,checkout_redesign,variant,2024-06-13 05:58:30
1407,checkout_redesign,control,2024-01-03 17:47:00
1408,checkout_redesign,control,2024-06-08 12:29:44
1409,checkout_redesign,control,2024-02-03 15:22:21
1410,checkout_redesign,control,2024-06-01 12:23:04
1411,checkout_redesign,control,2024-05-02 02:00:16
1412,checkout_redesign,control,2024-05-10 17:05:25
1413,checkout_redesign,variant,2024-03-18 02:28:52
1414,checkout_redesign,variant,2024-01-11 23:12:52
1415,checkout_redesign,variant,2024-04-11 02:50:18
1416,checkout_redesign,control,2024-02-27 18:54:16
1417,checkout_redesign,control,2024-05-09 03:16:05
1418,checkout_redesign,control,2024-01-20 12:35:49
1419,checkout_redesign,control,2024-02-03 18:01:31
1420,checkout_redesign,control,2024-04-03 14:56:52
1421,checkout_redesign,control,2024-04-02 00:29:01
1422,checkout_redesign,control,2024-03-22 14:48:47
1423,checkout_redesign,variant,2024-03-18 19:49:34
1424,checkout_redesign,control,2024-02-04 03:47:39
1425,checkout_redesign,variant,2024-03-16 05:52:37
1426,checkout_redesign,variant,2024-02-14 22:03:36
1427,checkout_redesign,variant,2024-04-03 16:51:56
1428,checkout_redesign,variant,2024-03-28 00:45:41
1429,checkout_redesign,control,2024-05-12 22:59:10
1430,checkout_redesign,control,2024-03-12 04:07:21
1431,checkout_redesign,variant,2024-01-03 12:26:07
1432,checkout_redesign,variant,2024-06-16 04:28:14
1433,checkout_redesign,control,2024-06-08 07:00:35
1434,checkout_redesign,control,2024-05-23 15:33:45
1435,checkout_redesign,control,2024-02-12 06:13:12
1436,checkout_redesign,variant,2024-04-30 17:37:21
1437,checkout_redesign,control,2024-02-07 07:17:42
1438,checkout_redesign,control,2024-02-22 12:01:43
1439,checkout_redesign,control,2024-02-29 21:54:21
1440,checkout_redesign,variant,2024-03-21 21:09:47
1441,checkout_redesign,control,2024-01-13 14:42:21
1442,checkout_redesign,control,2024-03-03 01:05:39
1443,checkout_redesign,variant,2024-06-11 06:59:31
1444,checkout_redesign,control,2024-02-06 11:18:27
1445,checkout_redesign,variant,2024-05-23 05:21:39
1446,checkout_redesign,variant,2024-06-30 17:49:41
1447,checkout_redesign,variant,2024-06-03 23:44:25
1448,checkout_redesign,variant,2024-03-25 04:54:03
1449,checkout_redesign,control,2024-03-22 07:53:43
1450,checkout_redesign,variant,2024-01-04 05:32:33
1451,checkout_redesign,variant,2024-04-14 15:32:11
1452,checkout_redesign,variant,2024-01-28 10:30:56
1453,checkout_redesign,variant,2024-02-11 20:55:03
1454,checkout_redesign,variant,2024-01-30 05:33:48
1455,checkout_redesign,control,2024-06-21 20:35:46
1456,checkout_redesign,control,2024-02-25 09:24:23
1457,checkout_redesign,variant,2024-01-16 15:14:12
1458,checkout_redesign,variant,2024-04-20 20:56:17
1459,checkout_redesign,control,2024-03-11 23:09:10
1460,checkout_redesign,variant,2024-06-26 18:18:33
1461,checkout_redesign,control,2024-03-18 11:57:04
1462,checkout_redesign,variant,2024-05-22 08:23:22
1463,checkout_redesign,control,2024-03-02 06:32:59
1464,checkout_redesign,control,2024-05-23 19:40:37
1465,checkout_redesign,variant,2024-05-24 22:01:51
1466,checkout_redesign,control,2024-03-22 05:55:23
1467,checkout_redesign,variant,2024-01-12 05:46:03
1468,checkout_redesign,control,2024-01-13 15:03:53
1469,checkout_redesign,control,2024-05-28 04:26:19
1470,checkout_redesign,control,2024-05-04 11:48:16
1471,checkout_redesign,control,2024-01-02 23:49:40
1472,checkout_redesign,variant,2024-06-15 13:06:39
1473,checkout_redesign,variant,2024-01-05 10:45:29
1474,checkout_redesign,control,2024-04-20 09:18:44
1475,checkout_redesign,control,2024-01-10 13:05:06
1476,checkout_redesign,variant,2024-06-13 03:18:52
1477,checkout_redesign,control,2024-02-03 16:34:49
1478,checkout_redesign,variant,2024-05-21 11:52:52
1479,checkout_redesign,control,2024-01-15 09:11:09
1480,checkout_redesign,control,2024-06-24 06:11:29
1481,checkout_redesign,variant,2024-04-18 18:20:45
1482,checkout_redesign,variant,2024-04-24 06:43:13
1483,checkout_redesign,variant,2024-05-29 13:29:52
1484,checkout_redesign,variant,2024-06-10 12:29:00
1485,checkout_redesign,variant,2024-03-05 00:45:37
1486,checkout_redesign,variant,2024-05-06 14:08:17
1487,checkout_redesign,variant,2024-01-10 16:10:47
1488,checkout_redesign,control,2024-01-10 13:49:23
1489,checkout_redesign,variant,2024-03-13 18:21:31
1490,checkout_redesign,variant,2024-05-25 12:23:44
1491,checkout_redesign,variant,2024-05-10 19:05:57
1492,checkout_redesign,variant,2024-05-30 19:58:15
1493,checkout_redesign,control,2024-01-20 10:17:22
1494,checkout_redesign,variant,2024-05-05 01:41:23
1495,checkout_redesign,control,2024-04-14 06:48:14
1496,checkout_redesign,variant,2024-01-22 20:32:11
1497,checkout_redesign,variant,2024-04-03 22:28:09
1498,checkout_redesign,control,2024-04-30 07:25:35
1499,checkout_redesign,variant,2024-04-26 01:58:17
1500,checkout_redesign,variant,2024-01-19 15:28:01
1501,checkout_redesign,control,2024-01-08 15:12:53
1502,checkout_redesign,variant,2024-04-22 07:04:38
1503,checkout_redesign,control,2024-02-22 10:42:48
1504,checkout_redesign,variant,2024-04-29 07:42:52
1505,checkout_redesign,variant,2024-06-14 00:21:31
1506,checkout_redesign,variant,2024-06-16 18:27:15
1507,checkout_redesign,variant,2024-03-17 13:38:18
1508,checkout_redesign,control,2024-01-29 00:52:49
1509,checkout_redesign,control,2024-06-25 23:31:01
1510,checkout_redesign,control,2024-04-01 00:21:36
1511,checkout_redesign,control,2024-04-10 05:24:45
1512,checkout_redesign,variant,2024-04-20 12:19:41
1513,checkout_redesign,control,2024-03-18 23:15:40
1514,checkout_redesign,variant,2024-01-05 20:53:58
1515,checkout_redesign,variant,2024-04-30 16:40:06
1516,checkout_redesign,control,2024-05-17 02:17:03
1517,checkout_redesign,control,2024-04-23 04:32:31
1518,checkout_redesign,control,2024-01-12 01:33:51
1519,checkout_redesign,variant,2024-05-02 13:35:24
1520,checkout_redesign,variant,2024-03-19 09:26:00
1521,checkout_redesign,control,2024-05-07 09:26:17
1522,checkout_redesign,variant,2024-03-22 14:16:07
1523,checkout_redesign,control,2024-02-12 04:18:09
1524,checkout_redesign,variant,2024-05-19 10:40:38
1525,checkout_redesign,variant,2024-04-21 20:57:43
1526,checkout_redesign,variant,2024-04-22 14:51:22
1527,checkout_redesign,variant,2024-03-26 23:52:26
1528,checkout_redesign,variant,2024-03-10 10:29:31
1529,checkout_redesign,control,2024-05-30 17:53:38
1530,checkout_redesign,variant,2024-02-20 05:07:00
1531,checkout_redesign,variant,2024-04-17 21:41:12
1532,checkout_redesign,variant,2024-03-03 21:52:20
1533,checkout_redesign,control,2024-01-26 06:07:47
1534,checkout_redesign,variant,2024-01-19 01:33:04
1535,checkout_redesign,control,2024-04-20 04:12:03
1536,checkout_redesign,variant,2024-01-16 23:24:05
1537,checkout_redesign,control,2024-01-04 11:27:00
1538,checkout_redesign,control,2024-04-05 19:27:47
1539,checkout_redesign,variant,2024-05-20 06:28:25
1540,checkout_redesign,variant,2024-02-08 09:22:05
1541,checkout_redesign,variant,2024-06-02 17:39:56
1542,checkout_redesign,variant,2024-02-20 01:49:18
1543,checkout_redesign,variant,2024-01-22 10:07:02
1544,checkout_redesign,control,2024-01-10 02:27:16
1545,checkout_redesign,control,2024-05-31 19:52:19
1546,checkout_redesign,control,2024-06-17 05:10:25
1547,checkout_redesign,variant,2024-02-12 05:17:10
1548,checkout_redesign,variant,2024-05-29 08:29:22
1549,checkout_redesign,variant,2024-04-26 06:06:08
1550,checkout_redesign,variant,2024-05-13 18:27:30
1551,checkout_redesign,variant,2024-01-05 04:50:38
1552,checkout_redesign,variant,2024-03-04 10:18:57
1553,checkout_redesign,variant,2024-06-08 16:10:29
1554,checkout_redesign,control,2024-02-23 22:01:21
1555,checkout_redesign,control,2024-03-01 17:06:18
1556,checkout_redesign,variant,2024-04-07 06:42:43
1557,checkout_redesign,control,2024-04-11 20:05:27
1558,checkout_redesign,variant,2024-01-09 21:11:29
1559,checkout_redesign,control,2024-01-31 09:46:34
1560,checkout_redesign,variant,2024-03-20 22:27:23
1561,checkout_redesign,variant,2024-06-08 10:15:44
1562,checkout_redesign,control,2024-03-08 04:56:53
1563,checkout_redesign,variant,2024-01-20 07:20:18
1564,checkout_redesign,control,2024-05-10 17:47:40
1565,checkout_redesign,control,2024-02-27 10:28:09
1566,checkout_redesign,variant,2024-02-13 21:21:17
1567,checkout_redesign,variant,2024-03-21 03:40:41
1568,checkout_redesign,variant,2024-06-23 02:38:35
1569,checkout_redesign,control,2024-01-09 10:27:58
1570,checkout_redesign,variant,2024-01-07 12:47:57
1571,checkout_redesign,variant,2024-05-14 18:38:45
1572,checkout_redesign,control,2024-06-27 15:54:53
1573,checkout_redesign,variant,2024-04-18 18:42:58
1574,checkout_redesign,variant,2024-01-22 12:39:54
1575,checkout_redesign,control,2024-02-14 22:39:45
1576,checkout_redesign,variant,2024-03-09 16:18:10
1577,checkout_redesign,control,2024-06-27 20:40:13
1578,checkout_redesign,variant,2024-01-13 16:38:06
1579,checkout_redesign,variant,2024-04-26 09:37:33
1580,checkout_redesign,variant,2024-06-06 01:57:20
1581,checkout_redesign,control,2024-03-13 15:05:08
1582,checkout_redesign,control,2024-03-08 13:43:16
1583,checkout_redesign,variant,2024-02-17 07:15:52
1584,checkout_redesign,control,2024-03-17 08:27:06
1585,checkout_redesign,control,2024-04-26 08:56:21
1586,checkout_redesign,control,2024-01-02 09:01:56
1587,checkout_redesign,control,2024-05-09 07:49:43
1588,checkout_redesign,control,2024-04-12 23:24:23
1589,checkout_redesign,variant,2024-03-18 05:06:52
1590,checkout_redesign,variant,2024-03-21 08:34:26
1591,checkout_redesign,control,2024-05-18 10:54:00
1592,checkout_redesign,control,2024-04-20 05:32:10
1593,checkout_redesign,control,2024-05-28 21:17:08
1594,checkout_redesign,variant,2024-04-10 22:09:04
1595,checkout_redesign,variant,2024-04-28 09:38:24
1596,checkout_redesign,control,2024-03-31 22:56:07
1597,checkout_redesign,variant,2024-03-09 23:06:07
1598,checkout_redesign,control,2024-02-26 15:15:03
1599,checkout_redesign,control,2024-01-07 05:28:21
1600,checkout_redesign,variant,2024-05-19 02:59:31
1601,checkout_redesign,control,2024-01-16 16:23:16
1602,checkout_redesign,variant,2024-02-09 18:01:27
1603,checkout_redesign,control,2024-04-22 16:19:24
1604,checkout_redesign,control,2024-05-16 21:54:25
1605,checkout_redesign,control,2024-05-15 05:03:32
1606,checkout_redesign,control,2024-02-29 10:21:16
1607,checkout_redesign,variant,2024-03-25 13:07:12
1608,checkout_redesign,control,2024-03-11 18:31:54
1609,checkout_redesign,variant,2024-03-31 19:48:26
1610,checkout_redesign,control,2024-05-08 00:32:57
1611,checkout_redesign,control,2024-05-12 04:33:56
1612,checkout_redesign,variant,2024-05-25 04:32:22
1613,checkout_redesign,control,2024-04-09 10:34:02
1614,checkout_redesign,variant,2024-05-08 01:14:54
1615,checkout_redesign,variant,2024-01-27 07:11:07
1616,checkout_redesign,control,2024-03-02 00:23:53
1617,checkout_redesign,control,2024-02-07 12:52:02
1618,checkout_redesign,control,2024-01-09 09:24:38
1619,checkout_redesign,variant,2024-06-06 01:34:13
1620,checkout_redesign,variant,2024-02-26 16:54:29
1621,checkout_redesign,control,2024-03-28 16:04:14
1622,checkout_redesign,variant,2024-03-01 00:49:40
1623,checkout_redesign,control,2024-06-24 23:54:19
1624,checkout_redesign,variant,2024-01-02 06:50:14
1625,checkout_redesign,control,2024-03-23 08:23:50
1626,checkout_redesign,variant,2024-03-29 18:13:15
1627,checkout_redesign,control,2024-06-07 19:40:44
1628,checkout_redesign,variant,2024-04-05 08:12:18
1629,checkout_redesign,control,2024-01-16 08:52:01
1630,checkout_redesign,control,2024-05-14 21:53:01
1631,checkout_redesign,variant,2024-05-15 17:55:28
1632,checkout_redesign,control,2024-01-31 02:38:48
1633,checkout_redesign,variant,2024-01-03 01:16:50
1634,checkout_redesign,variant,2024-03-11 02:12:46
1635,checkout_redesign,control,2024-05-12 05:17:13
1636,checkout_redesign,variant,2024-05-22 03:24:41
1637,checkout_redesign,control,2024-03-11 07:36:16
1638,checkout_redesign,control,2024-04-29 23:02:01
1639,checkout_redesign,variant,2024-04-01 09:28:18
1640,checkout_redesign,control,2024-03-15 11:36:08
1641,checkout_redesign,control,2024-02-11 00:12:46
1642,checkout_redesign,control,2024-06-05 23:06:42
1643,checkout_redesign,variant,2024-06-03 18:07:13
1644,checkout_redesign,control,2024-03-26 16:56:32
1645,checkout_redesign,variant,2024-04-10 14:25:09
1646,checkout_redesign,control,2024-05-14 20:21:21
1647,checkout_redesign,variant,2024-03-22 06:46:33
1648,checkout_redesign,variant,2024-02-19 14:10:45
1649,checkout_redesign,control,2024-04-06 21:40:43
1650,checkout_redesign,variant,2024-04-10 16:14:42
1651,checkout_redesign,control,2024-05-15 00:42:11
1652,checkout_redesign,variant,2024-02-18 23:54:40
1653,checkout_redesign,control,2024-05-11 02:36:02
1654,checkout_redesign,variant,2024-03-21 19:36:57
1655,checkout_redesign,control,2024-02-04 04:18:55
1656,checkout_redesign,variant,2024-04-29 02:53:49
1657,checkout_redesign,control,2024-01-09 15:10:48
1658,checkout_redesign,variant,2024-05-16 09:31:49
1659,checkout_redesign,control,2024-04-03 19:29:20
1660,checkout_redesign,control,2024-03-23 13:57:41
1661,checkout_redesign,variant,2024-02-03 01:15:38
1662,checkout_redesign,control,2024-03-06 14:02:04
1663,checkout_redesign,variant,2024-02-27 16:12:48
1664,checkout_redesign,variant,2024-02-20 19:56:18
1665,checkout_redesign,control,2024-02-10 01:33:45
1666,checkout_redesign,control,2024-01-23 17:06:37
1667,checkout_redesign,variant,2024-05-09 16:06:27
1668,checkout_redesign,variant,2024-01-17 02:42:34
1669,checkout_redesign,variant,2024-01-18 23:13:38
1670,checkout_redesign,variant,2024-05-30 09:56:42
1671,checkout_redesign,variant,2024-02-03 10:59:22
1672,checkout_redesign,variant,2024-03-11 05:37:55
1673,checkout_redesign,variant,2024-05-21 17:23:53
1674,checkout_redesign,control,2024-05-30 03:42:33
1675,checkout_redesign,variant,2024-04-19 01:11:21
1676,checkout_redesign,control,2024-01-17 12:29:00
1677,checkout_redesign,variant,2024-03-16 21:26:56
1678,checkout_redesign,variant,2024-05-29 08:36:23
1679,checkout_redesign,variant,2024-06-15 22:33:21
1680,checkout_redesign,variant,2024-01-02 17:29:19
1681,checkout_redesign,control,2024-02-08 10:17:03
1682,checkout_redesign,variant,2024-05-06 10:18:08
1683,checkout_redesign,variant,2024-04-16 21:05:41
1684,checkout_redesign,variant,2024-02-02 01:23:23
1685,checkout_redesign,control,2024-05-23 07:34:55
1686,checkout_redesign,control,2024-03-12 19:43:33
